"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","addition_middlename","ua_postCode_extendedstatus","addition_ua_fullName","eng_regNumber","postCode","addition_eng_company_name","addition_lastname","otherObjectType","addition_ua_company_name","ua_street","unfinishConstruct","belongsSubjectOfDeclaration","ua_postCode","isThirdOwner","addition_eng_company_code","ua_cityType","addition_ua_company_address","objectType","dnt_objectType_encoded","thirdOwner_citizen","cadNumber_extendedstatus","district","totalArea","regNumber_extendedstatus","builtMaterialsOrFunds","person","actualAddressEqualRegAddress","dnt_totalArea_hidden","cityPath","city","addition_eng_fullName","ua_streetType","region","addition_company_name","dontRegistered","addition_company_code","ua_city_full","iteration","ua_housePartNum_extendedstatus","addition_eng_company_address","exploitation","addition_firstname","country","object_id","addition_regAddress_extendedstatus","city_extendedstatus","ua_apartmentsNum_extendedstatus","flag_thirdOwner","totalArea_extendedstatus","ua_houseNum_extendedstatus","ownershipType","otherOwnership","percent.ownership","addition_birthday_extendedstatus","addition_actualAddress_extendedstatus","ua_streetType_extendedstatus","region_extendedstatus","ua_street_extendedstatus","district_extendedstatus","ua_region","ua_area","eng_regNumber_extendedstatus","declarant","subjectRelation"
"Папієв Михайло Миколайович","Верховна Рада України","Голова підкомітету з питань депутатської етики Комітету Верховної Ради України з питань Регламенту та організації роботи Верховної Ради України","nacp_bdd40c44-2e42-41bf-873a-531142bf47e1","Папієв","FALSE","Миколайович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bdd40c44-2e42-41bf-873a-531142bf47e1","Михайло","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","TRUE","58021","FALSE","","Чернівці / Чернівецька область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",0,"2","FALSE","1","","TRUE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522152408655","1","","FALSE","","1","1522152408655",NA,NA,"1","1","2",NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Папієв Михайло Миколайович",NA
"Пастух Тарас Тимофійович","Верховна рада України","Народний депутат України","nacp_9544f22f-4952-4e3c-ae74-8e67376a4ef0","Пастух","TRUE","Тимофійович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9544f22f-4952-4e3c-ae74-8e67376a4ef0","Тарас","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","TRUE","47720","FALSE","","Петриків / Тернопільський район / Тернопільська область / Україна","","Садовий (дачний) будинок","dacha","",NA,"[Конфіденційна інформація]",12,"1","TRUE","1477314544257","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477322978854","1","","TRUE","","1","1477322978854",NA,NA,"1",NA,NA,"1","Власність","",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"Пастух Ірина Яківна","мати"
"Пастух Тарас Тимофійович","Верховна рада України","Народний депутат України","nacp_9544f22f-4952-4e3c-ae74-8e67376a4ef0","Пастух","TRUE","Тимофійович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9544f22f-4952-4e3c-ae74-8e67376a4ef0","Тарас","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","46011","TRUE","","Тернопіль / Тернопільська область / Україна","","Гараж","garage","Юридична особа, зареєстрована в Україні",NA,"[Конфіденційна інформація]",25,"1","FALSE","1477314544257","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","ОК ЖБК ""Глибока 24""","FALSE","38248299","","1522347045675","1","","FALSE","","1","1522347045675",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Пастух Ірина Яківна","мати"
"Пастух Тарас Тимофійович","Верховна рада України","Народний депутат України","nacp_9544f22f-4952-4e3c-ae74-8e67376a4ef0","Пастух","TRUE","Тимофійович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9544f22f-4952-4e3c-ae74-8e67376a4ef0","Тарас","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","46011","TRUE","","Тернопіль / Тернопільська область / Україна","","Квартира","apt","Юридична особа, зареєстрована в Україні",NA,"[Конфіденційна інформація]",167,"1","FALSE","1477314544257","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","ОК ЖБК ""Глибока 24""","FALSE","38248299","","1522345243350","1","","FALSE","","1","1522345243350",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Пастух Ірина Яківна","мати"
"Побер Ігор Миколайович","Верховна Рада України","Народний депутат України","nacp_1fdcc11b-1c13-41a5-9835-bf82c541e244","Побер","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1fdcc11b-1c13-41a5-9835-bf82c541e244","Ігор","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","TRUE","46012","FALSE","","Тернопіль / Тернопільська область / Україна","","Садовий (дачний) будинок","dacha","",NA,"[Конфіденційна інформація]",0,NA,"FALSE","1477718012465","","TRUE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477734439325","1","","FALSE","","1","1477734439325",NA,NA,"1","1","2","1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Побер Дар'я Сергіївна","дружина"
"Побочіх Михайло Олександрович","Верховна Рада України","Народний депутат Ураїни","nacp_9f2f4040-7d29-461c-8ec5-269a3cb23cba","Побочіх","TRUE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9f2f4040-7d29-461c-8ec5-269a3cb23cba","Михайло","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","FALSE","08161","FALSE","","Тарасівка / Києво-Святошинський район / Київська область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",129,"2","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1521470159638","1","","TRUE","","1","1521470159638",NA,NA,"1","1",NA,NA,"Спільна власність","",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Побочіх Михайло Олександрович",NA
"Ревега Олександр Васильович","Верховна Рада України","Народний депутат України","nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","Ревега","FALSE","Васильович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c9b31e4b-f07a-4d4c-9e68-7104c03b993d","Олександр","",NA,"","","[Конфіденційна інформація]","","","Складське приміщення","","[Конфіденційна інформація]","TRUE","TRUE","13300","FALSE","","Бердичів / Житомирська область / Україна","","Інше","other","",NA,"[Конфіденційна інформація]",546.6,NA,"TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1521271336512","1","","FALSE","","1","1521271336512",NA,NA,"1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ревега Олександр Васильович",NA
"Рибак Іван Петрович","Верховна Рада України","народний депутат України","nacp_914bdddb-c5d5-4211-ad7f-f2da80a0638b","Рибак","FALSE","Петрович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_914bdddb-c5d5-4211-ad7f-f2da80a0638b","Іван","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","08110","FALSE","","Забуччя / Києво-Святошинський район / Київська область / Україна","","Житловий будинок","house","","2","[Конфіденційна інформація]",0,"1","TRUE","1","","TRUE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477824604272","1","","FALSE","","1","1477824604272",NA,NA,"1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Рибак Іван Петрович",NA
"Рибалка Сергій Вікторович","Верховна Рада","народний депутат України","nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Рибалка","FALSE","Вікторович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_04149e7e-01d3-43f0-adc6-a009e88cadf7","Сергій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","TRUE","07360","FALSE","","Лебедівка / Вишгородський район / Київська область / Україна","","Садовий (дачний) будинок","dacha","","1","[Конфіденційна інформація]",147.1,"1","FALSE","1517653268522","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1520588850395","1","","TRUE","","1","1520588850395",NA,NA,"1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Байбородіна Анастасія Володимирівна","особи, які спільно проживають, але не перебувають у шлюбі"
"Різаненко Павло Олександрович","Верховна Рада України","Народний депутат України","nacp_a6871787-ff6d-4c49-9740-9fd5327dd983","Різаненко","FALSE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a6871787-ff6d-4c49-9740-9fd5327dd983","Павло","",NA,"","","[Конфіденційна інформація]","","","нежитлове приміщення - паркінг","","[Конфіденційна інформація]","FALSE","FALSE","98660","FALSE","","Гаспра / Ялта / Автономна Республіка Крим / Україна","","Інше","other","","1","[Конфіденційна інформація]",47.1,"1","TRUE","1477055110290","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1478264385545","1","","FALSE","","1","1478264385545",NA,NA,"1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Петренко Ольга Володимирівна","дружина"
"Романюк Віктор Миколайович","Верховна Рада України","Народний депутат України","nacp_13788e66-278c-43a2-a8e1-266cae735cf5","Романюк","FALSE","Миколайович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_13788e66-278c-43a2-a8e1-266cae735cf5","Віктор","","1","","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","","FALSE","","Київ / Україна","","Квартира","apt","","1","[Конфіденційна інформація]",62.8,"0","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1476694402294","1","","FALSE","","1","1476694402294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Романюк Віктор Миколайович",NA
"Сабашук Петро Павлович","Верховна Рада України","Народний депутат України","nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Сабашук","FALSE","Павлович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Петро","",NA,"","","[Конфіденційна інформація]","","","Господарська будівля","","[Конфіденційна інформація]","FALSE","FALSE","01001","FALSE","","Київ / Україна","","Інше","other","","1","[Конфіденційна інформація]",96,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477047174518","1","","TRUE","","1","1477047174518",NA,NA,"1",NA,NA,"1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Сабашук Петро Павлович",NA
"Сабашук Петро Павлович","Верховна Рада України","Народний депутат України","nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Сабашук","FALSE","Павлович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Петро","",NA,"","","[Конфіденційна інформація]","","","Господарська будівля","","[Конфіденційна інформація]","FALSE","FALSE","01001","FALSE","","Київ / Україна","","Інше","other","","1","[Конфіденційна інформація]",135,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477047023966","1","","TRUE","","1","1477047023966",NA,NA,"1",NA,NA,"1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Сабашук Петро Павлович",NA
"Сабашук Петро Павлович","Верховна Рада України","Народний депутат України","nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Сабашук","FALSE","Павлович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Петро","",NA,"","","[Конфіденційна інформація]","","","Господарська будівля","","[Конфіденційна інформація]","FALSE","FALSE","01001","FALSE","","Київ / Україна","","Інше","other","","1","[Конфіденційна інформація]",158,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477047331607","1","","TRUE","","1","1477047331607",NA,NA,"1",NA,NA,"1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Сабашук Петро Павлович",NA
"Сабашук Петро Павлович","Верховна Рада України","Народний депутат України","nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Сабашук","FALSE","Павлович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Петро","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","FALSE","01001","FALSE","","Київ / Україна","","Житловий будинок","house","","1","[Конфіденційна інформація]",340,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477047416380","1","","TRUE","","1","1477047416380",NA,NA,"1",NA,NA,"1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Сабашук Петро Павлович",NA
"Сабашук Петро Павлович","Верховна Рада України","Народний депутат України","nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Сабашук","FALSE","Павлович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef9f7647-e64e-4e36-90b8-02356102e371","Петро","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","FALSE","01001","FALSE","","Київ / Україна","","Житловий будинок","house","","1","[Конфіденційна інформація]",512,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477046346748","1","","TRUE","","1","1477046346748",NA,NA,"1",NA,NA,"1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Сабашук Петро Павлович",NA
"Сотник Олена Сергіївна","Верховна Рада України","Народний депутат України","nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Сотник","TRUE","Сергіївна",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Олена","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","08170","FALSE","","Віта-Поштова / Києво-Святошинський район / Київська область / Україна","","Садовий (дачний) будинок","dacha","",NA,"[Конфіденційна інформація]",0,"1","TRUE","1489939031857","","TRUE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522853774039","1","","FALSE","","1","1522853774039",NA,NA,"1","1","2","1","Спільна власність","",50,NA,NA,"1",NA,"1",NA,NA,NA,NA,"Амелін Анатолій Ігорович","чоловік"
"Сотник Олена Сергіївна","Верховна Рада України","Народний депутат України","nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Сотник","TRUE","Сергіївна",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Олена","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","08170","FALSE","","Віта-Поштова / Києво-Святошинський район / Київська область / Україна","","Садовий (дачний) будинок","dacha","",NA,"[Конфіденційна інформація]",55,"1","TRUE","1489939031857","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1489944197182","1","","FALSE","","1","1489944197182",NA,NA,"1","1",NA,"1","Спільна власність","",50,NA,NA,"1",NA,"1",NA,NA,NA,NA,"Амелін Анатолій Ігорович","чоловік"
"Сотник Олена Сергіївна","Верховна Рада України","Народний депутат України","nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Сотник","TRUE","Сергіївна",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88a9744d-760d-4a37-b949-9b3be366b4f0","Олена","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","FALSE","01103","FALSE","","Київ / Україна","","Квартира","apt","","1","[Конфіденційна інформація]",65,"1","TRUE","1489939031857","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1490726988767","1","","TRUE","","1","1490726988767",NA,NA,NA,"1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Амелін Анатолій Ігорович","чоловік"
"Тарасюк Борис Іванович","Верховна Рада","Народний депутат","nacp_feeba172-c8e9-43f9-9469-b65170419f3b","Тарасюк","FALSE","Іванович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_feeba172-c8e9-43f9-9469-b65170419f3b","Борис","","1","","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","","FALSE",NA,"Кулібаба / Васильківський район / Київська область / Україна",NA,"Садовий (дачний) будинок","dacha","","2","[Конфіденційна інформація]",48,"2","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE",NA,"","1477814278036","1",NA,"FALSE","","1","1477814278036",NA,NA,"1","1",NA,"1","Власність","",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"Тарасюк Борис Іванович",NA
"Тіміш Григорій Іванович","Верховна Рада України","народний депутат України","nacp_63b7d882-7ec2-4949-a764-294eaf1c7179","Тіміш","FALSE","Іванович",2018-03-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_63b7d882-7ec2-4949-a764-294eaf1c7179","Григорій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","TRUE","60400","FALSE","","Глибока / Глибоцький район / Чернівецька область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",117.21,"2","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1476956080053","1","","TRUE","","1","1476956080053",NA,NA,"1",NA,NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Тіміш Григорій Іванович",NA
"Третьяков Олександр Юрійович","Верховна Рада України","Народний депутат України, Голова Комітету Верховної Ради України у справах ветеранів, учасників бойових дій, учасників антитерористичної операції та людей з інвалідністю","nacp_832f5619-6e8f-4267-b635-28eeafd49957","Третьяков","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_832f5619-6e8f-4267-b635-28eeafd49957","Олександр","",NA,"","","[Конфіденційна інформація]","","","прибудова","","[Конфіденційна інформація]","TRUE","FALSE","08711","FALSE","","Козин / Обухівський район / Київська область / Україна","","Інше","other","",NA,"[Конфіденційна інформація]",0,"1","TRUE","1476286862366","","TRUE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477326173152","1","","TRUE","","1","1477326173152",NA,NA,"1",NA,"2",NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Третьякова Алла Феодосіївна","дружина"
"Унгурян Павло Якимович","Верховна Рада України","Народний депутат України","nacp_4e1cf45a-578c-46b3-b2af-ebb9598b2943","Унгурян","FALSE","Якимович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4e1cf45a-578c-46b3-b2af-ebb9598b2943","Павло","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","65496","FALSE","","Таїрове / Овідіопольський район / Одеська область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",741.7,"2","TRUE","1477637250661","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477644250821","1","","FALSE","","1","1477644250821",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Унгурян Юлія Михайлівна","дружина"
"Фельдман Олександр Борисович","ВЕРХОВНА РАДА УКРАЇНИ","народний депутат України","nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Фельдман","TRUE","Борисович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3269aadc-33f1-4df5-ac8e-1c6617c108b4","Олександр","",NA,"","","[Конфіденційна інформація]","","","Господарські приміщення з гаражами ","","[Конфіденційна інформація]","TRUE","FALSE","61023","FALSE","","Харків / Харківська область / Україна","","Інше","other","","1","[Конфіденційна інформація]",1500,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477518126242","1","","FALSE","","1","1477518126242",NA,NA,"1","1",NA,NA,"Спільна власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фельдман Олександр Борисович",NA
"Хміль Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Хміль","TRUE","Михайлович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","Михайло","",NA,"","","[Конфіденційна інформація]","","","Господарське приміщення","","[Конфіденційна інформація]","TRUE","TRUE","81135","FALSE","","Зубра / Пустомитівський район / Львівська область / Україна","","Інше","other","","1","[Конфіденційна інформація]",60,"1","FALSE","1477314545967","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477318360942","1","","TRUE","","1","1477318360942",NA,NA,"1",NA,NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Вовчко-Хміль Наталія Орестівна","дружина"
"Чижмарь Юрій Васильович","Верховна Рада України","Народний депутат","nacp_b74b9b1a-0a85-4d2d-8116-28f5275a3816","Чижмарь","FALSE","Васильович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b74b9b1a-0a85-4d2d-8116-28f5275a3816","Юрій","","1","","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","TRUE","","FALSE","","Стоянка / Києво-Святошинський район / Київська область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",437,"1","FALSE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522216936297","1","","TRUE","","1","1522216936297",NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"Чижмарь Юрій Васильович",NA
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Чубаров","FALSE","Абдурахманович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","Рефат","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","TRUE","95023","FALSE","","Сімферополь / Автономна Республіка Крим / Україна","","Житловий будинок","house","","2","[Конфіденційна інформація]",150,"2","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1477303151902","1","","TRUE","","1","1477303151902",NA,"1","1",NA,NA,"1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чубаров Рефат Абдурахманович",NA
"Шевченко Олександр Леонідович","Верховна Рада України","народний депутат України","nacp_1549a770-6b49-4ee5-a7dc-c2ad47912300","Шевченко","FALSE","Леонідович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1549a770-6b49-4ee5-a7dc-c2ad47912300","Олександр","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","TRUE","77458","FALSE","","Чукалівка / Тисменицький район / Івано-Франківська область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",0,NA,"FALSE","1477692949272","","TRUE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477697876432","1","","FALSE","","1","1477697876432",NA,NA,"1","1","2",NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шевченко Тетяна Віталіївна","особи, які спільно проживають, але не перебувають у шлюбі"
"Шинькович Андрій Васильович","Верховна Рада України","Народний депутат України","nacp_c2eceb8e-d776-49a6-bfde-1b2265d9db76","Шинькович","FALSE","Васильович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c2eceb8e-d776-49a6-bfde-1b2265d9db76","Андрій","","1","","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","","FALSE","","Васильківський район / Київська область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",297.6,NA,"TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522054291104","1","","FALSE","","1","1522054291104",NA,"1","1","1",NA,"1","Власність","",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"Шинькович Андрій Васильович",NA
"Шинькович Андрій Васильович","Верховна Рада України","Народний депутат України","nacp_c2eceb8e-d776-49a6-bfde-1b2265d9db76","Шинькович","FALSE","Васильович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c2eceb8e-d776-49a6-bfde-1b2265d9db76","Андрій","","1","","","[Конфіденційна інформація]","","","господарчі будівлі та споруди","","[Конфіденційна інформація]","TRUE","FALSE","","FALSE","","Мархалівка / Васильківський район / Київська область / Україна","","Інше","other","","1","[Конфіденційна інформація]",209.5,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1490941723383","1","","FALSE","","1","1490941723383",NA,NA,"1","1",NA,"1","Власність","",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"Шинькович Андрій Васильович",NA
