"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","addition_middlename","ua_postCode_extendedstatus","addition_ua_fullName","eng_regNumber","postCode","addition_eng_company_name","addition_lastname","otherObjectType","addition_ua_company_name","ua_street","unfinishConstruct","belongsSubjectOfDeclaration","ua_postCode","isThirdOwner","addition_eng_company_code","ua_cityType","addition_ua_company_address","objectType","dnt_objectType_encoded","thirdOwner_citizen","cadNumber_extendedstatus","district","totalArea","regNumber_extendedstatus","builtMaterialsOrFunds","person","actualAddressEqualRegAddress","dnt_totalArea_hidden","cityPath","city","addition_eng_fullName","ua_streetType","region","addition_company_name","dontRegistered","addition_company_code","ua_city_full","iteration","ua_housePartNum_extendedstatus","addition_eng_company_address","exploitation","addition_firstname","country","object_id","addition_regAddress_extendedstatus","city_extendedstatus","ua_apartmentsNum_extendedstatus","flag_thirdOwner","totalArea_extendedstatus","ua_houseNum_extendedstatus","ownershipType","otherOwnership","percent.ownership","addition_birthday_extendedstatus","addition_actualAddress_extendedstatus","ua_streetType_extendedstatus","region_extendedstatus","ua_street_extendedstatus","district_extendedstatus","ua_region","ua_area","eng_regNumber_extendedstatus","declarant","subjectRelation"
"Долженков Олександр Валерійович","Верховна Рада України","народний депутат України","nacp_1aedccff-35f6-4bca-8d18-e04386242b7d","Долженков","FALSE","Валерійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1aedccff-35f6-4bca-8d18-e04386242b7d","Олександр","","1","","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","","FALSE","","Романків / Обухівський район / Київська область / Україна","","Гараж","garage","",NA,"[Конфіденційна інформація]",130,"1","TRUE","1477056407142","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522223148230","1","","FALSE","","1","1522223148230",NA,NA,"1","1",NA,"1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Долженкова Інна Миколаївна","дружина"
"Долженков Олександр Валерійович","Верховна Рада України","народний депутат України","nacp_1aedccff-35f6-4bca-8d18-e04386242b7d","Долженков","FALSE","Валерійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1aedccff-35f6-4bca-8d18-e04386242b7d","Олександр","","1","","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","","FALSE","","Романків / Обухівський район / Київська область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",538.6,"1","TRUE","1477056407142","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522222537818","1","","FALSE","","1","1522222537818",NA,NA,"1","1",NA,"1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Долженкова Інна Миколаївна","дружина"
"Домбровський Олександр Георгійович","Верховна Рада України","народний депутат України","nacp_b8b4c30a-0a8e-4d0f-9275-fc4f2532cc4c","Домбровський","TRUE","Георгійович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b8b4c30a-0a8e-4d0f-9275-fc4f2532cc4c","Олександр","","1","","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","","FALSE","","Ясногородка / Макарівський район / Київська область / Україна","","Садовий (дачний) будинок","dacha","","1","[Конфіденційна інформація]",255.15,"1","TRUE","1477672114594","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477674782948","1","","FALSE","","1","1477674782948",NA,"0","1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Домбровська Ірина Василівна","дружина"
"Домбровський Олександр Георгійович","Верховна Рада України","народний депутат України","nacp_b8b4c30a-0a8e-4d0f-9275-fc4f2532cc4c","Домбровський","TRUE","Георгійович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b8b4c30a-0a8e-4d0f-9275-fc4f2532cc4c","Олександр","","1","","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","","FALSE","","Київ / Україна","","Квартира","apt","","1","[Конфіденційна інформація]",205,"2","TRUE","1477672114594","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477675153956","1","","FALSE","","1","1477675153956",NA,"1",NA,"1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"Домбровська Ірина Василівна","дружина"
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","52042","FALSE","","Любимівка / Дніпровський район / Дніпропетровська область / Україна","","Садовий (дачний) будинок","dacha","","1","[Конфіденційна інформація]",40.4,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477047955760","1","","FALSE","","1","1477047955760",NA,"1","1",NA,NA,"1","Власність","",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Єдаков Ярослав Юрійович","Управління справами Верховної Ради України","народний депутат України","nacp_b2b4dab6-93b2-4ffc-9402-20db1892d14c","Єдаков","FALSE","Юрійович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b4dab6-93b2-4ffc-9402-20db1892d14c","Ярослав","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","08171","FALSE","","Хотів / Києво-Святошинський район / Київська область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",287,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1520870879253","1","","FALSE","","1","1520870879253",NA,NA,"1","1","0","1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Єдаков Ярослав Юрійович",NA
"Єднак Остап Володимирович","Верховна Рада України","Народний депутат України","nacp_b08c1046-1270-429e-a0a0-12a638b9d9c8","Єднак","FALSE","Володимирович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b08c1046-1270-429e-a0a0-12a638b9d9c8","Остап","Юлійович",NA,"","","[Конфіденційна інформація]","","Мадярчик","","","[Конфіденційна інформація]","TRUE","FALSE","07415","TRUE","","Зазим'я / Броварський район / Київська область / Україна","","Квартира","apt","Громадянин України","1","[Конфіденційна інформація]",41.29,"2","TRUE","1486368050927","FALSE","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1518511238676","1","","TRUE","Михайло","1","1518511238676",NA,NA,"1","1",NA,"1",NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,"Єднак Світлана Миколаївна","дружина"
"Єднак Остап Володимирович","Верховна Рада України","Народний депутат України","nacp_b08c1046-1270-429e-a0a0-12a638b9d9c8","Єднак","FALSE","Володимирович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b08c1046-1270-429e-a0a0-12a638b9d9c8","Остап","Юлійович",NA,"","","[Конфіденційна інформація]","","Мадярчик","нежитлове підвальне приміщення","","[Конфіденційна інформація]","TRUE","FALSE","07415","TRUE","","Зазим'я / Броварський район / Київська область / Україна","","Інше","other","Громадянин України","1","[Конфіденційна інформація]",4.79,"2","TRUE","1486368050927","FALSE","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1518515295900","1","","TRUE","Михайло","1","1518515295900",NA,NA,"1","1",NA,"1",NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,"Єднак Світлана Миколаївна","дружина"
"Єфімов Максим Вікторович","Верховна Рада","Народний депутат України","nacp_2a4fe4ac-3364-4702-b7f3-0fcac4eb1719","Єфімов","FALSE","Вікторович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2a4fe4ac-3364-4702-b7f3-0fcac4eb1719","Максим","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","","FALSE","","","","Квартира","apt","",NA,"[Конфіденційна інформація]",117,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477402623418",NA,"","FALSE","","205","1477402623418",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Єфімов Максим Вікторович",NA
"Іллєнко Андрій Юрійович","Верховна Рада України","Народний депутат України","nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Іллєнко","FALSE","Юрійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Андрій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","TRUE","01030","FALSE","","Київ / Україна","","Гараж","garage","","2","[Конфіденційна інформація]",17,"1","TRUE","1476985087793","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1477141878235","1","","TRUE","","1","1477141878235",NA,NA,"1",NA,NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Єфіменко Людмила Пилипівна","мати"
"Іллєнко Андрій Юрійович","Верховна Рада України","Народний депутат України","nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Іллєнко","FALSE","Юрійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Андрій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","TRUE","19011","FALSE","","Прохорівка / Канівський район / Черкаська область / Україна","","Житловий будинок","house","",NA,"[Конфіденційна інформація]",159,"1","TRUE","1476985087793","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1477140854159","1","","FALSE","","1","1477140854159",NA,NA,"1",NA,NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Єфіменко Людмила Пилипівна","мати"
"Іллєнко Андрій Юрійович","Верховна Рада України","Народний депутат України","nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Іллєнко","FALSE","Юрійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Андрій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","TRUE","03061","FALSE","","Київ / Україна","","Гараж","garage","","2","[Конфіденційна інформація]",37,"1","FALSE","1476985087793","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1477141551192","1","","FALSE","","1","1477141551192",NA,NA,"1",NA,NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Єфіменко Людмила Пилипівна","мати"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","",NA,"","","[Конфіденційна інформація]","","","Будівля","","[Конфіденційна інформація]","FALSE","TRUE","38701","FALSE","","Полтавська область / Україна","","Інше","other","","1","[Конфіденційна інформація]",110,"1","FALSE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1490779880172","1","","FALSE","","1","1490779880172",NA,"1","1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"Іщейкін Костянтин Євгенович",NA
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","TRUE","36020","FALSE","","Полтавський район / Полтавська область / Україна","","Квартира","apt","","1","[Конфіденційна інформація]",143.6,NA,"FALSE","1490192219121","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1490779809289","1","","FALSE","","1","1490779809289",NA,"1",NA,"1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкіна Юлія Олексіївна","дружина"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","",NA,"","","[Конфіденційна інформація]","","","нежитлові приміщення","","[Конфіденційна інформація]","FALSE","TRUE","36011","FALSE","","Полтавський район / Полтавська область / Україна","","Інше","other","","1","[Конфіденційна інформація]",247.3,NA,"FALSE","1490192219121","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1490779641997","1","","FALSE","","1","1490779641997",NA,"1","1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкіна Юлія Олексіївна","дружина"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","TRUE","36020","FALSE","","Пирятинський район / Полтавська область / Україна","","Квартира","apt","","1","[Конфіденційна інформація]",132.5,NA,"FALSE","1490192219121","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1490779736382","1","","FALSE","","1","1490779736382",NA,"1",NA,"1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкіна Юлія Олексіївна","дружина"
"Кадикало Микола Олегович","Верховна Рада України","народний депутат України, Голова підкомітету Комітету з питань транспорту","nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Кадикало","FALSE","Олегович",2018-03-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Микола","",NA,"","","[Конфіденційна інформація]","","","Прибудинкова споруда","","[Конфіденційна інформація]","TRUE","TRUE","81134","FALSE","","Липники / Пустомитівський район / Львівська область / Україна","","Інше","other","","1","[Конфіденційна інформація]",57,"2","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1475774181368","1","","TRUE","","1","1475774181368",NA,NA,"1",NA,NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кадикало Микола Олегович",NA
"Кадикало Микола Олегович","Верховна Рада України","народний депутат України, Голова підкомітету Комітету з питань транспорту","nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Кадикало","FALSE","Олегович",2018-03-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Микола",NA,NA,NA,NA,"[Конфіденційна інформація]",NA,NA,"",NA,"[Конфіденційна інформація]","TRUE","TRUE","81632","FALSE",NA,"Дроговиж / Миколаївський Район / Львівська Область / Україна",NA,"Садовий (дачний) будинок","dacha",NA,"1","[Конфіденційна інформація]",63,"2","TRUE","1475770741022",NA,"FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]",NA,"[Конфіденційна інформація]","[Конфіденційна інформація]",NA,"TRUE",NA,"",NA,"1",NA,"TRUE",NA,"1","1475774978181",NA,NA,"1",NA,NA,"1","Власність","",NA,NA,NA,"1",NA,"1",NA,"","",NA,"Кадикало Оксана Ігорівна","дружина"
"Карпунцов Валерій Віталійович","Верховна Рада України","народний депутат України","nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Карпунцов","FALSE","Віталійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Валерій","","0","","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","TRUE","07433","FALSE","","Богданівка / Броварський район / Київська область / Україна","","Садовий (дачний) будинок","dacha","",NA,"[Конфіденційна інформація]",95,"2","FALSE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1476349423497","1","","FALSE","","1","1476349423497",NA,NA,"1",NA,NA,NA,"Спільна власність","",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Карпунцов Валерій Віталійович",NA
"Карпунцов Валерій Віталійович","Верховна Рада України","народний депутат України","nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Карпунцов","FALSE","Віталійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Валерій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","TRUE","07433","FALSE","","Богданівка / Броварський район / Київська область / Україна","","Гараж","garage","",NA,"[Конфіденційна інформація]",100,"2","FALSE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1476349761234","1","","FALSE","","1","1476349761234",NA,NA,"1",NA,NA,NA,"Спільна власність","",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Карпунцов Валерій Віталійович",NA
"Карпунцов Валерій Віталійович","Верховна Рада України","народний депутат України","nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Карпунцов","FALSE","Віталійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Валерій","",NA,"","","[Конфіденційна інформація]","","","лазня","","[Конфіденційна інформація]","TRUE","TRUE","07433","FALSE","","Богданівка / Броварський район / Київська область / Україна","","Інше","other","",NA,"[Конфіденційна інформація]",80,"2","FALSE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1522160917212","1","","FALSE","","1","1522160917212",NA,NA,"1","1",NA,NA,"Спільна власність","",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Карпунцов Валерій Віталійович",NA
"Кириченко Олексій Миколайович","Верховна Рада України","член комитету","nacp_dab5c23e-770f-4970-9c2a-11e50283b42a","Кириченко","TRUE","Миколайович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dab5c23e-770f-4970-9c2a-11e50283b42a","Олексій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","07413","FALSE","","Пухівка / Броварський район / Київська область / Україна","","Гараж","garage","","2","[Конфіденційна інформація]",72,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1521900515490","1","","FALSE","","1","1521900515490",NA,NA,"1","1",NA,"1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кириченко Олексій Миколайович",NA
"Кириченко Олексій Миколайович","Верховна Рада України","член комитету","nacp_dab5c23e-770f-4970-9c2a-11e50283b42a","Кириченко","TRUE","Миколайович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dab5c23e-770f-4970-9c2a-11e50283b42a","Олексій","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","TRUE","FALSE","07413","FALSE","","Пухівка / Броварський район / Київська область / Україна","","Житловий будинок","house","","2","[Конфіденційна інформація]",120,"2","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1521899902056","1","","FALSE","","1","1521899902056",NA,NA,"1","1",NA,"1","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кириченко Олексій Миколайович",NA
"Кодола Олександр Михайлович","Верховна Рада України","народний депутат України","nacp_88adcfd1-f27b-46ea-a60b-35999b731cee","Кодола","TRUE","Михайлович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88adcfd1-f27b-46ea-a60b-35999b731cee","Олександр","","0","","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","FALSE","15504","FALSE","","Старий Білоус / Чернігівський район / Чернігівська область / Україна","","Садовий (дачний) будинок","dacha","","2","[Конфіденційна інформація]",50,"2","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477055609967","1","","TRUE","","1","1477055609967",NA,"1","1",NA,NA,NA,"Власність","",NA,NA,NA,"0",NA,NA,"1",NA,NA,NA,"Кодола Олександр Михайлович",NA
"Козак Тарас Романович","Верховна Рада України","Народний депутат України","nacp_33f89247-a86c-4119-9843-bdffb96da18d","Козак","FALSE","Романович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_33f89247-a86c-4119-9843-bdffb96da18d","Тарас","",NA,"","","[Конфіденційна інформація]","","","Пансіонат","","[Конфіденційна інформація]","TRUE","FALSE","98685","TRUE","","Оползневе / Ялта / Автономна Республіка Крим / Україна","","Інше","other","Юридична особа, зареєстрована в Україні","1","[Конфіденційна інформація]",0,NA,"FALSE","1","","TRUE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","ТОВ ДОБРОБУТ-ІНВЕСТ","FALSE","31228208","","1477667458282","1","","FALSE","","1","1477667458282",NA,NA,"1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Козак Тарас Романович",NA
"Козаченко Леонід Петрович","Верховна Рада України","Народний депутат України","nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","Козаченко","FALSE","Петрович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","Леонід","",NA,"","","[Конфіденційна інформація]","","","Господарча будівля","","[Конфіденційна інформація]","TRUE","FALSE","08124","FALSE","","Буча / Києво-Святошинський район / Київська область / Україна","","Інше","other","","1","[Конфіденційна інформація]",55,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1479485691726","1","","FALSE","","1","1479485691726",NA,NA,"1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Козаченко Леонід Петрович",NA
"Козаченко Леонід Петрович","Верховна Рада України","Народний депутат України","nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","Козаченко","FALSE","Петрович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","Леонід","",NA,"","","[Конфіденційна інформація]","","","Господарча будівля","","[Конфіденційна інформація]","FALSE","FALSE","08124","FALSE","","Буча / Києво-Святошинський район / Київська область / Україна","","Інше","other","","1","[Конфіденційна інформація]",20.25,"1","TRUE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1479485872011","1","","FALSE","","1","1479485872011",NA,NA,"1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Козаченко Леонід Петрович",NA
"Констанкевич Ірина Мирославівна","Верховна Рада Україні","Народний депутат","nacp_bdb8f520-2812-4876-95b1-7434ba7bcb26","Констанкевич","TRUE","Мирославівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bdb8f520-2812-4876-95b1-7434ba7bcb26","Ірина","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","TRUE","43025","FALSE","","Луцьк / Волинська область / Україна","","Офіс","office","","1","[Конфіденційна інформація]",66.1,"1","FALSE","1477740506672","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","TRUE","","","1477746824384","1","","FALSE","","1","1477746824384",NA,NA,"1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Сорокопуд Микола Олександрович","чоловік"
"Констанкевич Ірина Мирославівна","Верховна Рада Україні","Народний депутат","nacp_bdb8f520-2812-4876-95b1-7434ba7bcb26","Констанкевич","TRUE","Мирославівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bdb8f520-2812-4876-95b1-7434ba7bcb26","Ірина","",NA,"","","[Конфіденційна інформація]","","","","","[Конфіденційна інформація]","FALSE","FALSE","45625","FALSE","","Тарасове / Луцький район / Волинська область / Україна","","Житловий будинок","house","","1","[Конфіденційна інформація]",280,"1","TRUE","1477740506672","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477746028899","1","","TRUE","","1","1477746028899",NA,NA,"1","1",NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Сорокопуд Микола Олександрович","чоловік"
"Корнацький Аркадій Олексійович","Верховна Рада України","народний депутат України","nacp_e8f69b26-a618-400f-996c-fcdb1f1fd316","Корнацький","FALSE","Олексійович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e8f69b26-a618-400f-996c-fcdb1f1fd316","Аркадій","",NA,"","","[Конфіденційна інформація]","","","готель","","[Конфіденційна інформація]","TRUE","TRUE","55200","FALSE","","Первомайськ / Миколаївська область / Україна","","Інше","other","","1","[Конфіденційна інформація]",5137.8,NA,"FALSE","1","","FALSE","[Конфіденційна інформація]","[Конфіденційна інформація]","","[Конфіденційна інформація]","[Конфіденційна інформація]","","FALSE","","","1477036249016","1","","FALSE","","1","1477036249016",NA,NA,"1",NA,NA,NA,"Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Корнацький Аркадій Олексійович",NA
