"fullname","office","position","id","is_corrected","created_date","document_type","source","url"
"Денисенко Вадим Ігорович","Верховна рада України","Народний депутат України","nacp_c970c607-0079-4f13-9eb3-aab2b5c29961","FALSE","2018-02-13T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c970c607-0079-4f13-9eb3-aab2b5c29961"
"Дерев'янко Юрій Богданович","Верховна Рада України","Народний депутат України, Голова підкомітету","nacp_220fd44a-6b67-4d87-9055-47b475ef10be","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_220fd44a-6b67-4d87-9055-47b475ef10be"
"Деркач Андрій Леонідович","Верховна Рада України","Народний депутат України","nacp_210bc104-c251-4ec7-a281-a41226f07c65","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_210bc104-c251-4ec7-a281-a41226f07c65"
"Дехтярчук Олександр Володимирович","Верховна Рада України","народний депутат України","nacp_cef1cd50-fdc7-45cd-a9d8-db2601f26fa6","FALSE","2018-03-14T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cef1cd50-fdc7-45cd-a9d8-db2601f26fa6"
"Джемілєв Мустафа","Верховна Рада України","Народний депутат України, Голова підкомітету з питань етнополітики, прав корінних народів та національних меншин України, жертв політичних репресій Комітету Верховної Ради України з питань прав людини, національних меншин і міжнаціональних відносин","nacp_edeed02a-1817-4cef-94c6-d46196def1d9","TRUE","2018-04-07T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_edeed02a-1817-4cef-94c6-d46196def1d9"
"Дзензерський Денис Вікторович","Верховна Рада України","народний депутат України","nacp_a4d2d9b2-0d9a-41c9-ba0a-8dd250ce2bb6","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a4d2d9b2-0d9a-41c9-ba0a-8dd250ce2bb6"
"Дзюблик Павло Володимирович","Верховна Рада України","Народний депутат України, Голова підкомітету з питань лісових ресурсів, об'єктів тваринного та рослинного світу, природних ландшафтів та об'єктів природно-заповідного фонду Комітету Верховної Ради України з питань екологічної політики, природокористування та ліквідації наслідків Чорнобильської катастрофи","nacp_9e772a5f-fa45-4f98-af2d-de163effdd44","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9e772a5f-fa45-4f98-af2d-de163effdd44"
"Дирів Анатолій Борисович","Верховна Рада України","Народний депутат України","nacp_083236cf-e198-4d0f-b2f2-9a79639f2d71","FALSE","2018-03-17T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_083236cf-e198-4d0f-b2f2-9a79639f2d71"
"Діденко Ігор Анатолійович","Верховна Рада України","Народний депутат України","nacp_04bf65b4-5754-4c33-a9ca-6ac69c93f273","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_04bf65b4-5754-4c33-a9ca-6ac69c93f273"
"Дідич Валентин Володимирович","Верховна Рада України","Народний депутат України","nacp_0dea0630-e200-4b45-9d80-a09fd11a088b","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0dea0630-e200-4b45-9d80-a09fd11a088b"
"Дмитренко Олег Миколайович","Верховна Рада України","народний депутат України","nacp_5ea98130-24af-4d13-a68b-e036aa99ddd6","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ea98130-24af-4d13-a68b-e036aa99ddd6"
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","TRUE","2018-04-03T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005"
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566"
"Добродомов Дмитро Євгенович","Верховна Рада України","народний депутат України","nacp_afc7763a-0b9d-45d0-acf6-65d77e60246b","FALSE","2018-03-13T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_afc7763a-0b9d-45d0-acf6-65d77e60246b"
"Довбенко Михайло Володимирович","Верховна Рада України","Народний депутат України, Перший заступник Голови Комітету з питань фінансової політики і банківської діяльності","nacp_1ffd57da-5f2a-4f41-9182-4723c4f5969f","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1ffd57da-5f2a-4f41-9182-4723c4f5969f"
"Довгий Олесь Станіславович","Верховна рада України","Народний депутат України","nacp_50f061fe-1394-4ab6-870b-40f7d7fb9f97","TRUE","2018-04-05T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_50f061fe-1394-4ab6-870b-40f7d7fb9f97"
"Долженков Олександр Валерійович","Верховна Рада України","народний депутат України","nacp_1aedccff-35f6-4bca-8d18-e04386242b7d","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1aedccff-35f6-4bca-8d18-e04386242b7d"
"Домбровський Олександр Георгійович","Верховна Рада України","народний депутат України","nacp_b8b4c30a-0a8e-4d0f-9275-fc4f2532cc4c","TRUE","2018-04-05T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b8b4c30a-0a8e-4d0f-9275-fc4f2532cc4c"
"Донець Тетяна Анатоліївна","Верховна Рада України","Народний депутат України, заступник голови Комітету з питань охорони здоров""я","nacp_416233e8-298e-4664-b2db-6b89d04fc4be","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_416233e8-298e-4664-b2db-6b89d04fc4be"
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","FALSE","2018-03-19T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000"
"Дроздик Олександр Валерійович","Верховна Рада України","Народний депутат України, Голова підкомітету з питань регулювання трудових відносин та зайнятості населення Комітету Верховної Ради України з питань соціальної політики, зайнятості та пенсійного забезпечення","nacp_2666a2f3-a9d7-4a06-837d-31b6961f4343","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2666a2f3-a9d7-4a06-837d-31b6961f4343"
"Дубіль Валерій Олександрович","Верховна Рада України","народний депутат України","nacp_6355edf8-061c-40a2-92cf-cba4ae6220c4","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6355edf8-061c-40a2-92cf-cba4ae6220c4"
"Дубінін Олександр Іванович","Верховна Рада України","Народний депутат України, Голова підкомітету з питань промислової та інвестиційної політики Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_40893fe8-2186-425f-9f43-97383cf6fc58","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_40893fe8-2186-425f-9f43-97383cf6fc58"
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823"
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb"
"Дунаєв Сергій Володимирович","Верховна Рада України","Народній депутат України, Член Комітету Верховної Ради України з питань запобігання і протидії корупції","nacp_126939fd-487a-41f3-a9c9-7544bd63c234","TRUE","2018-04-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_126939fd-487a-41f3-a9c9-7544bd63c234"
"Євлахов Анатолій Сергійович","Верховна Рада України","народний депутат України","nacp_e62c42c3-4e36-4e36-9358-c6806b734e0e","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e62c42c3-4e36-4e36-9358-c6806b734e0e"
"Євтушок Сергій Миколайович","Верховна Рада УКраїни","народний депутат України","nacp_0e799ab4-8466-4741-9e0f-d4f55b59e646","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0e799ab4-8466-4741-9e0f-d4f55b59e646"
"Єдаков Ярослав Юрійович","Управління справами Верховної Ради України","народний депутат України","nacp_b2b4dab6-93b2-4ffc-9402-20db1892d14c","FALSE","2018-03-21T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b4dab6-93b2-4ffc-9402-20db1892d14c"
"Єднак Остап Володимирович","Верховна Рада України","Народний депутат України","nacp_b08c1046-1270-429e-a0a0-12a638b9d9c8","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b08c1046-1270-429e-a0a0-12a638b9d9c8"
"Єленський Віктор Євгенович","Верховна Рада України","народний депутат","nacp_134a695d-fbee-4cef-a50e-b00b5b28471a","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_134a695d-fbee-4cef-a50e-b00b5b28471a"
"Ємець Леонід Олександрович","Верховна Рада України","народний депутат","nacp_5594d772-ab1c-4f1f-a530-d998a5de184f","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5594d772-ab1c-4f1f-a530-d998a5de184f"
"Єфімов Максим Вікторович","Верховна Рада","Народний депутат України","nacp_2a4fe4ac-3364-4702-b7f3-0fcac4eb1719","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2a4fe4ac-3364-4702-b7f3-0fcac4eb1719"
"Єфремова Ірина Олексіївна","Центральна виборча комісія","кандидат на посаду члена Центральної виборчої комісії","nacp_21a6e7bb-9b2d-4577-ac9e-a40d4349cfa6","FALSE","2018-02-07T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_21a6e7bb-9b2d-4577-ac9e-a40d4349cfa6"
"Жеваго Костянтин Валентинович","Верховна Рада Укрвїни","Народний депутат України","nacp_3b8df879-d123-414d-b89f-0a29030c6aa2","FALSE","2018-04-01T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3b8df879-d123-414d-b89f-0a29030c6aa2"
"Жолобецький Олександр Олександрович","Верховна Рада України","Народний депутат України","nacp_aacfda87-e520-43e0-8e5b-a5cdf60264d9","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_aacfda87-e520-43e0-8e5b-a5cdf60264d9"
"Журжій Андрій Валерійович","Управління справами Апарату Верховної Ради України","Перший заступник Голови комітету","nacp_55ff1b8d-6194-41f2-b001-9b09aac118c6","FALSE","2018-04-11T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_55ff1b8d-6194-41f2-b001-9b09aac118c6"
"Заболотний Григорій Михайлович","Верховна Рада України","Народний депутат України","nacp_ad31f5a2-6dd8-4803-aa07-b2c9ad91c748","FALSE","2018-03-13T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ad31f5a2-6dd8-4803-aa07-b2c9ad91c748"
"Загорій Гліб Володимирович","Верховна Рада України","Народний депутат України","nacp_66d0fd4e-79e7-42e3-9f01-ef2887e91a5d","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_66d0fd4e-79e7-42e3-9f01-ef2887e91a5d"
"Заліщук Світлана Петрівна","Верховна Рада України","Народний Депутат","nacp_83d1f53e-1ff3-49a4-87d0-0ce7b72d4d19","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_83d1f53e-1ff3-49a4-87d0-0ce7b72d4d19"
"Заружко Валерія Леонідівна","Верховная Рада України","Народний депутат України","nacp_48fa5896-2298-41ab-ab76-20930beaa2ee","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_48fa5896-2298-41ab-ab76-20930beaa2ee"
"Заставний Роман Йосипович","Верховна Рада України","Народний депутат України","nacp_a2605951-8c43-4d5b-81e8-a58d72f9003e","FALSE","2018-03-25T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a2605951-8c43-4d5b-81e8-a58d72f9003e"
"Звягільський Юхим Леонідович","Верховна Рада України","Народний депутат України, член Комітету Верховної Ради України з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_f34bd828-73dc-4e0a-ae13-02fe6ac9e7aa","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f34bd828-73dc-4e0a-ae13-02fe6ac9e7aa"
"Зубач Любомир Львович","Верховна Рада України","Народний депутат України","nacp_e803dd9b-20f4-4b1a-9f49-b43ffceb5086","TRUE","2018-04-07T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e803dd9b-20f4-4b1a-9f49-b43ffceb5086"
"Зубик Володимир Володимирович","Верховна Рада України","Народний депутат України","nacp_426e307e-8117-44a6-a1cd-b80a3757c364","TRUE","2018-03-07T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_426e307e-8117-44a6-a1cd-b80a3757c364"
"Іванчук Андрій Володимирович","Верховна Рада України","Народний депутат України, Голова Комітету з питань економічної політики","nacp_3a762a3f-9725-49df-b4de-580cedcaf5d3","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3a762a3f-9725-49df-b4de-580cedcaf5d3"
"Івахів Степан Петрович","Верховна Рада України","Народний депутат України","nacp_5ea6c75c-cb9a-422e-8e10-e63cd594bd14","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ea6c75c-cb9a-422e-8e10-e63cd594bd14"
"Івченко Вадим Євгенович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_d89aaa0d-772b-464c-9ac0-2d6218916e92","FALSE","2018-03-25T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d89aaa0d-772b-464c-9ac0-2d6218916e92"
"Іллєнко Андрій Юрійович","Верховна Рада України","Народний депутат України","nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","FALSE","2018-03-24T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84"
"Ільюк Артем Олександрович","Верховна Рада України","Народний депутат України","nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794"
"Іонова Марія Миколаївна","Верховна Рада України","Народний депутат України","nacp_3fccd84f-93a4-4cdf-83b3-c105c6ed0318","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3fccd84f-93a4-4cdf-83b3-c105c6ed0318"
"Іоффе Юлій Якович","Верховна рада України","Народний депутат України, член комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_d74f23fd-90bd-42f5-8249-91e977336607","FALSE","2018-02-14T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d74f23fd-90bd-42f5-8249-91e977336607"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","FALSE","2018-03-26T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0"
"Іщенко Валерій Олександрович","Верховна Рада України","Народний депутат України","nacp_0fb2dc8a-1e79-4d05-9524-4c8abe2843ea","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0fb2dc8a-1e79-4d05-9524-4c8abe2843ea"
"Кадикало Микола Олегович","Верховна Рада України","народний депутат України, Голова підкомітету Комітету з питань транспорту","nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","FALSE","2018-03-14T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5831ff20-af0b-4ea3-984b-44064996bc7c"
"Каплін Сергій Миколайович","Верховна Рада України","Народний депутат України","nacp_a846486d-5293-4496-8d15-e5383f19ed06","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a846486d-5293-4496-8d15-e5383f19ed06"
"Карпунцов Валерій Віталійович","Верховна Рада України","народний депутат України","nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650"
"Кацер - Бучковська Наталія Володимирівна","Верховна рада України ","Народний депутат України ","nacp_19e3da1d-9028-4d8a-b64e-8c10bdbf3719","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_19e3da1d-9028-4d8a-b64e-8c10bdbf3719"
"Кацуба Володимир Михайлович","Верховна Рада України","Народний депутат України","nacp_02a3d505-6c12-422e-bd19-f494514065e7","TRUE","2018-04-03T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_02a3d505-6c12-422e-bd19-f494514065e7"
"Кириленко Іван Григорович","Верховна Рада України","Народний депутат України","nacp_9f15582c-9096-4827-a941-9a5f17bef294","FALSE","2018-03-16T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9f15582c-9096-4827-a941-9a5f17bef294"
"Кириченко Олексій Миколайович","Верховна Рада України","член комитету","nacp_dab5c23e-770f-4970-9c2a-11e50283b42a","TRUE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dab5c23e-770f-4970-9c2a-11e50283b42a"
"Кишкар Павло Миколайович","Верховна Рада України","народний депутат України","nacp_99cbd81b-04c3-434a-a6cc-88f3d318dbb0","TRUE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_99cbd81b-04c3-434a-a6cc-88f3d318dbb0"
"Ківалов Сергій Васильович","Верховна Рада України","народний депутат України","nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","FALSE","2018-03-20T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_589aa3ff-96dd-479d-8e96-29ed3a912907"
"Кіраль Сергій Іванович","Верховна Рада України","Народний депутат України","nacp_94d91d19-acc4-4dc7-be82-e58507e412bc","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_94d91d19-acc4-4dc7-be82-e58507e412bc"
"Кірш Олександр Вікторович","Верховна Рада України","Народний депутат України","nacp_a8b62f4e-f292-4bb4-bdb3-588b674330bb","FALSE","2018-03-14T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a8b62f4e-f292-4bb4-bdb3-588b674330bb"
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95"
"Кіссе Антон Іванович","Верховна Рада України","Народний депутат","nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","TRUE","2018-04-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f"
"Кіт Андрій Богданович","Верховна Рада України","Народний депутат України","nacp_f435a5e6-1e00-4d8f-bef1-23b3ac099c58","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f435a5e6-1e00-4d8f-bef1-23b3ac099c58"
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","FALSE","2018-03-12T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477"
"Княжицький Микола Леонідович","Верховна Рада України","народний депутат України, Голова Комітету Веховної Ради України з питань культури і духовності ","nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c"
"Князевич Руслан Петрович","Верховна Рада України","Народний депутат України, Голова Комітету з питань правової політики та правосуддя","nacp_c270117e-9bb4-46cf-a515-6c28040109d9","FALSE","2018-03-21T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c270117e-9bb4-46cf-a515-6c28040109d9"
"Кобцев Михайло Валентинович","Верховна рада України","Народний депутат України","nacp_7cf9aeb9-7f1c-4907-8d7b-47a715e387f9","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7cf9aeb9-7f1c-4907-8d7b-47a715e387f9"
"Кодола Олександр Михайлович","Верховна Рада України","народний депутат України","nacp_88adcfd1-f27b-46ea-a60b-35999b731cee","TRUE","2018-04-04T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88adcfd1-f27b-46ea-a60b-35999b731cee"
"Кожем'якін Андрій Анатолійович","Верховна Рада України","народний депутат України","nacp_e9be9403-134b-4167-91c7-4d83494d84cf","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e9be9403-134b-4167-91c7-4d83494d84cf"
"Козак Тарас Романович","Верховна Рада України","Народний депутат України","nacp_33f89247-a86c-4119-9843-bdffb96da18d","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_33f89247-a86c-4119-9843-bdffb96da18d"
"Козаченко Леонід Петрович","Верховна Рада України","Народний депутат України","nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de"
"Козир Борис Юрійович","Верховна рада України","Народний депутат України, заступник голови Комітету ВРУ з питань транспорту","nacp_d62d0194-c511-4dbe-a305-a08684e6e640","FALSE","2018-02-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d62d0194-c511-4dbe-a305-a08684e6e640"
"Колганова Олена Валеріївна","Верховна Рада України","Народний депутат України","nacp_85f28d4d-4b51-46ed-b5c3-0e5c47d472a5","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_85f28d4d-4b51-46ed-b5c3-0e5c47d472a5"
"Колєсніков Дмитро Валерійович","Верховна Рада України","народний депутат України","nacp_fd8f5b7e-2650-4f1e-a672-2692a153c1dc","FALSE","2018-03-26T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd8f5b7e-2650-4f1e-a672-2692a153c1dc"
"Кондратюк Олена Костянтинівна","Верховна Рада України","народний депутат України, секретар комітету Верховної Ради України з питань свободи слова та інформаційної політики","nacp_60095b84-d2cf-4020-9c1d-d5640f7ced00","TRUE","2018-04-05T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_60095b84-d2cf-4020-9c1d-d5640f7ced00"
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","FALSE","2018-03-20T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f"
"Констанкевич Ірина Мирославівна","Верховна Рада Україні","Народний депутат","nacp_bdb8f520-2812-4876-95b1-7434ba7bcb26","TRUE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bdb8f520-2812-4876-95b1-7434ba7bcb26"
"Константіновський Вячеслав Леонідович","Верховна Рада України","Народний Депутат України","nacp_00e83221-8726-4bb6-9436-87a250cc46ec","TRUE","2018-04-05T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00e83221-8726-4bb6-9436-87a250cc46ec"
"Корнацький Аркадій Олексійович","Верховна Рада України","народний депутат України","nacp_e8f69b26-a618-400f-996c-fcdb1f1fd316","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e8f69b26-a618-400f-996c-fcdb1f1fd316"
"Королевська Наталія Юріївна","Верховна Рада України","Народний депутат України","nacp_4755c02e-03e8-41e0-aba4-d8c915c957f6","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4755c02e-03e8-41e0-aba4-d8c915c957f6"
"Король Віктор Миколайович","Верховна рада України","народний депутат України","nacp_1a24cba3-68ea-455c-bb78-8ddcfc4c568b","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1a24cba3-68ea-455c-bb78-8ddcfc4c568b"
"Корчик Віталій Андрійович","Верховна Рада України","Народний депутат України","nacp_5230e9ec-ebce-49c2-b807-839bd5d3269a","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5230e9ec-ebce-49c2-b807-839bd5d3269a"
"Корчинська Оксана Анатоліївна","Верховна Рада України","Народний депутат України","nacp_35f2ca94-c60c-4a44-b1bc-d59edc3e7ccd","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_35f2ca94-c60c-4a44-b1bc-d59edc3e7ccd"
"Костенко Павло Петрович","Верховна Рада України","Народний депутат України","nacp_e0c810c8-6314-4e7e-9896-553c94d2b172","FALSE","2018-03-22T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e0c810c8-6314-4e7e-9896-553c94d2b172"
"Котвіцький Ігор Олександрович","Верховна Рада України","Народний депутат України","nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34"
"Кошелєва Альона Володимирівна","Верховна Рада України","Народний депутат України","nacp_8b33fe97-35a3-46c1-b72b-e113e9204152","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8b33fe97-35a3-46c1-b72b-e113e9204152"
"Кремінь Тарас Дмитрович","Верховна Рада України","Народний депутат України","nacp_ec7165e9-0656-4bbf-b859-c120b820c39e","FALSE","2018-03-22T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ec7165e9-0656-4bbf-b859-c120b820c39e"
"Кривенко Вадим Валерійович","Верховна Рада України","Народний депутат України","nacp_060074b6-25d5-476c-aadd-dc159de202b4","TRUE","2018-03-22T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_060074b6-25d5-476c-aadd-dc159de202b4"
"Кривенко Віктор Миколайович","Верховна Рада України","народний депутат України","nacp_bfdbea9f-3484-4ff4-9f10-d07c302d0c9b","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bfdbea9f-3484-4ff4-9f10-d07c302d0c9b"
"Кривохатько Вадим Вікторович","Верховна Рада України, Комітет з питань запобігання і протидії корупції","народний депутат України, член Комітету Верховної Ради України з питань запобігання і протидії корупції ","nacp_083d6628-00a0-483d-b398-ecaf68a4a0e1","FALSE","2018-03-20T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_083d6628-00a0-483d-b398-ecaf68a4a0e1"
