"fullname","office","position","id","is_corrected","created_date","document_type","source","url"
"Фурсін Іван Геннадійович","Верховна Рада України","Депутат восьмого скликання","nacp_881a8f75-ea95-4241-beb0-951a75b79095","TRUE","2018-02-21T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_881a8f75-ea95-4241-beb0-951a75b79095"
"Хлань Сергій Володимирович","Верховна Рада України","народний депутат України","nacp_e027a077-e455-4cce-b492-658edd0870d8","FALSE","2018-03-13T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e027a077-e455-4cce-b492-658edd0870d8"
"Хміль Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3","TRUE","2018-04-05T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8c683b58-13b9-4a8e-b95d-f315c80ad1f3"
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de"
"Чекіта Геннадій Леонідович","Верховна Рада України","Народний депутат України","nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741"
"Чепинога Віталій Михайлович","Верховна Рада України","Народний депутат України","nacp_2554137f-18ec-4317-abe3-ea8289407b84","FALSE","2018-03-26T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2554137f-18ec-4317-abe3-ea8289407b84"
"Червакова Ольга Валеріївна","Верховна Рада України","народний депутат України, Перший заступник голови Комітету Верховної Ради з питань свободи слова та інформаційної політики","nacp_73700b90-9ae7-423d-be26-686281769700","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_73700b90-9ae7-423d-be26-686281769700"
"Черненко Олександр Миколайович","Верховна Рада України","Народний депутат України","nacp_cf9a4388-772c-4308-bd64-6205e82e5b84","FALSE","2018-03-19T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cf9a4388-772c-4308-bd64-6205e82e5b84"
"Чижмарь Юрій Васильович","Верховна Рада України","Народний депутат","nacp_b74b9b1a-0a85-4d2d-8116-28f5275a3816","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b74b9b1a-0a85-4d2d-8116-28f5275a3816"
"Чорновол Тетяна Миколаївна","Верховна Рада України","Народний депутат України","nacp_22f98311-0042-4677-aff8-8b7743e5ee57","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_22f98311-0042-4677-aff8-8b7743e5ee57"
"Чубаров Рефат Абдурахманович","Верховна Рада Украіни","народний депутат України ","nacp_ae64e409-e865-42d8-94e5-852af88aa8a3","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ae64e409-e865-42d8-94e5-852af88aa8a3"
"Чумак Віктор Васильович","Верховна Рада України","народний депутат","nacp_991d0479-d3a8-4cef-a202-041b02a119ae","FALSE","2018-03-14T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_991d0479-d3a8-4cef-a202-041b02a119ae"
"Шаповалов Юрій Анатолійович","Верховна Рада України","Народний депутат України","nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e","FALSE","2018-03-15T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1d02d0b6-0906-4f73-acdc-b264d998a37e"
"Шахов Сергій Володимирович","Верховна Рада України","народний депутат","nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8","FALSE","2018-03-12T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2ea1f444-a2ae-4036-88c6-be973bfde3a8"
"Шверк Григорій Аронович","Верховна Рада України","Народний депутат України","nacp_513f66ee-7538-46b9-950a-ad994cd018b7","FALSE","2018-03-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_513f66ee-7538-46b9-950a-ad994cd018b7"
"Шевченко Віктор Леонідович","Верховна Рада України","Народний депутат України","nacp_9cf4e75e-9848-431b-98c8-98a957296f20","TRUE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9cf4e75e-9848-431b-98c8-98a957296f20"
"Шевченко Олександр Леонідович","Верховна Рада України","народний депутат України","nacp_1549a770-6b49-4ee5-a7dc-c2ad47912300","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1549a770-6b49-4ee5-a7dc-c2ad47912300"
"Шенцев Дмитро Олексійович","Верховна Рада України","народний депутат України","nacp_70c4df71-fdc9-4ca4-a752-fe533ac18770","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_70c4df71-fdc9-4ca4-a752-fe533ac18770"
"Шинькович Андрій Васильович","Верховна Рада України","Народний депутат України","nacp_c2eceb8e-d776-49a6-bfde-1b2265d9db76","FALSE","2018-03-26T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c2eceb8e-d776-49a6-bfde-1b2265d9db76"
"Шипко Андрій Федорович","Верховна Рада України","Народний депутат України, голова підкомітету з питань законодавчого забезпечення розвитку фармації, здійснення фармацевтичної діяльності, доступності ліків, виробництва та обігу виробів медичного призначення, розвитку сучасних медичних технологій Комітету Верховної Ради України з питань охорони здоров'я ","nacp_edda9e52-a8d2-4ec3-b41f-ab787ebbe8d5","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_edda9e52-a8d2-4ec3-b41f-ab787ebbe8d5"
"Шкварилюк Володимир Васильович","Верховна Рада України","Народний депутат України, Секретар Комітету Верховної Ради України з питань бюджету","nacp_5349ef20-a685-4636-a5c8-cb472718238d","FALSE","2018-03-20T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5349ef20-a685-4636-a5c8-cb472718238d"
"Шкіря Ігор Миколайович","Верховна Рада України","Народний депутат України","nacp_016eb825-2076-4187-b73b-707f32c4d21b","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_016eb825-2076-4187-b73b-707f32c4d21b"
"Шкрум Альона Іванівна","Верховна Рада України","Народний депутат України","nacp_277768eb-0c4b-405d-b0cf-86a303a417ac","TRUE","2018-04-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_277768eb-0c4b-405d-b0cf-86a303a417ac"
"Шпенов Дмитро Юрійович","Верховна Рада України ","народний депутат України ","nacp_025a2cc4-deab-4324-a909-479618b6d4a7","TRUE","2018-02-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_025a2cc4-deab-4324-a909-479618b6d4a7"
"Шурма Ігор Михайлович","Верховна Рада України","народний депутат України ","nacp_0860420b-8777-4d73-a84c-1ba98ca2fc10","FALSE","2018-03-25T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0860420b-8777-4d73-a84c-1ba98ca2fc10"
"Шуфрич Нестор Іванович","Верховна Рада України","Народний депутат України","nacp_8053cb18-691e-4aa2-8a63-0e469feb7b7e","FALSE","2018-03-22T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8053cb18-691e-4aa2-8a63-0e469feb7b7e"
"Шухевич Юрій - Богдан Романович","Верховна рада України","Народний депутат України","nacp_ffbf3dd4-9239-4fa9-aa1e-d2d8e4fa396f","FALSE","2018-02-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ffbf3dd4-9239-4fa9-aa1e-d2d8e4fa396f"
"Южаніна Ніна Петрівна","Верховна Рада України","Народний депутат України, Голова Комітету з питань податкової та митної політики","nacp_97fcbf14-d962-49dd-91b2-330c30795e10","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_97fcbf14-d962-49dd-91b2-330c30795e10"
"Юзькова Тетяна Леонідівна","Верховна Рада України","Народний депутат України","nacp_c02ef257-72bd-47c9-b67a-47d37bb2500c","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c02ef257-72bd-47c9-b67a-47d37bb2500c"
"Юрик Тарас Зіновійович","Верховна Рада України","Народний депутат України","nacp_5f8a9b3a-c9a7-423e-a82f-1944dce9f377","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5f8a9b3a-c9a7-423e-a82f-1944dce9f377"
"Юринець Оксана Василівна","Верховна Рада України","народний депутат України","nacp_704c0aa8-9beb-4033-98e6-d2b91a1a0957","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_704c0aa8-9beb-4033-98e6-d2b91a1a0957"
"Юрчишин Петро Васильович","Верховна Рада України","Народний депутат України","nacp_2097853d-6e73-4e4b-a193-ab8e94a3cccc","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2097853d-6e73-4e4b-a193-ab8e94a3cccc"
"Яніцький Василь Петрович","Верховна Рада України","Народний депутат України ","nacp_0449f7dc-2c69-43be-a132-64a7b21affde","FALSE","2018-03-21T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0449f7dc-2c69-43be-a132-64a7b21affde"
"Яриніч Костянтин Володимирович","Верховна Рада України","Народний депутат України, член Комітету Верховної Ради України з питань охорони здоров'я","nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","TRUE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4ee28d92-28c7-4427-92da-2339ab21c2be"
"Ярош Дмитро Анатолійович","Верховна Рада України","Народний депутат України","nacp_e8ffed74-7186-48f5-b77b-68f8a7b51aed","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e8ffed74-7186-48f5-b77b-68f8a7b51aed"
"Яценко Антон Володимирович","Верховна Рада України","Народний депутат України, Голова підкомітету з питань законодавства про адміністративні правопорушення Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності","nacp_8a1199f0-613f-42f2-8c2b-b5d234bf9e89","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8a1199f0-613f-42f2-8c2b-b5d234bf9e89"
