"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","dnt_is_foreign","dnt_objectType_encoded","source_eng_company_address","source_ua_sameRegLivingAddress","source_eng_company_name","source_ukr_fullname","source_eng_company_code","person","source_ukr_company_name","dnt_sizeIncome_hidden","incomeSource","otherObjectType","source_eng_fullname","source_ua_company_code","source_ua_company_name","source_ua_lastname","iteration","source_ua_firstname","source_citizen","sizeIncome","source_ukr_company_address","source_ua_middlename","objectType","object_id","ownershipType","otherOwnership","percent.ownership","source_ua_company_code_extendedstatus","source_ua_actualAddress_extendedstatus","source_ua_taxNumber_extendedstatus","source_ua_birthday_extendedstatus","incomeSource_extendedstatus","source_citizen_extendedstatus","source_ua_regAddress_extendedstatus","sizeIncome_extendedstatus","source_eng_company_code_extendedstatus","source_eng_company_address_extendedstatus","source_ukr_company_address_extendedstatus","source_ua_middlename_extendedstatus","source_ua_lastname_extendedstatus","source_ua_firstname_extendedstatus","otherObjectType_extendedstatus","source_ua_company_name_extendedstatus","objectType_extendedstatus","source_eng_birthday_extendedstatus","source_eng_regAddress_extendedstatus","source_eng_fullname_extendedstatus","source_eng_taxNumber_extendedstatus","source_ukr_regAddress_extendedstatus","declarant","subjectRelation"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","presentnomoney","","FALSE","","","","1","","TRUE","j","","","","","Кальник","1522064483720","Віра","Громадянин України",0,"","Пантелеймонівна","Подарунок у негрошовій формі","1522064483720","Власність","",NA,NA,"2",NA,"2",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкін Костянтин Євгенович",NA
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","Управління справами Апарату ВРУ","","1490793270814","","Юридична особа, зареєстрована в Україні",279908,"","","Заробітна плата отримана за основним місцем роботи","1490793270814","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкін Костянтин Євгенович",NA
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","salarysecond","","","","","","1","","FALSE","j","","","23696843","Національна Академія державного управління при президентові України","","1521725723542","","Юридична особа, зареєстрована в Україні",4312,"","","Заробітна плата отримана за сумісництвом","1521725723542","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкін Костянтин Євгенович",NA
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","other","","","","","","1490192219121","","FALSE","j","Соціальні виплати","","","Фонд соціального страхування","","1490793694795","","Юридична особа, зареєстрована в Україні",24870,"","","Інше","1490793694795","Власність","",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкіна Юлія Олексіївна","дружина"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","presentmoney","","FALSE","","","","1490192219121","","FALSE","j","","","","","Кальник","1522064695908","Віра","Громадянин України",4500000,"","Пантелеймонівна","Подарунок у грошовій формі","1522064695908","Власність","",NA,NA,"2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкіна Юлія Олексіївна","дружина"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","other","","","","","","1","","FALSE","j","Компенсація вартості оренди житла","","20064120","Апарат Верховної ради України","","1522064316012","","Юридична особа, зареєстрована в Україні",191080,"","","Інше","1522064316012","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкін Костянтин Євгенович",NA
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","salarysecond","","","","","","1","","FALSE","j","","","02010824","ВД НЗУ ""Українська медична стоматологічна академія""","","1490793141236","","Юридична особа, зареєстрована в Україні",40533,"","","Заробітна плата отримана за сумісництвом","1490793141236","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкін Костянтин Євгенович",NA
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","business","","","","","","1490192219121","","FALSE","1490192219121","","","","","","1490793563733","","",987326,"","","Дохід від зайняття підприємницькою діяльністю","1490793563733","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкіна Юлія Олексіївна","дружина"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","saleestate","","FALSE","","","","1","","FALSE","j","","","","","Голуб","1522069750200","Григорій","Громадянин України",150200,"","Олександрович","Дохід від відчуження нерухомого майна","1522069750200","Власність","",NA,NA,"2",NA,"2",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкін Костянтин Євгенович",NA
"Іщенко Валерій Олександрович","Верховна Рада України","Народний депутат України","nacp_0fb2dc8a-1e79-4d05-9524-4c8abe2843ea","Іщенко","FALSE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0fb2dc8a-1e79-4d05-9524-4c8abe2843ea","Валерій","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","УПРАВЛІННЯ СПРАВАМИ ВЕРХОВНОЇ РАДИ УКРАЇНИ","","1477609607208","","Юридична особа, зареєстрована в Україні",245287,"","","Заробітна плата отримана за основним місцем роботи","1477609607208","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщенко Валерій Олександрович",NA
"Кадикало Микола Олегович","Верховна Рада України","народний депутат України, Голова підкомітету Комітету з питань транспорту","nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Кадикало","FALSE","Олегович",2018-03-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Микола","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","Управління справами апарату Верховної Ради України","","1475775646824","","Юридична особа, зареєстрована в Україні",253908,"","","Заробітна плата отримана за основним місцем роботи","1475775646824","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кадикало Микола Олегович",NA
"Кадикало Микола Олегович","Верховна Рада України","народний депутат України, Голова підкомітету Комітету з питань транспорту","nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Кадикало","FALSE","Олегович",2018-03-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Микола","FALSE","other","","","","","","1","","FALSE","j","Бонуси за покупки","","14360570","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК ""ПРИВАТБАНК""","","1487780001311","","Юридична особа, зареєстрована в Україні",21,"","","Інше","1487780001311","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кадикало Микола Олегович",NA
"Кадикало Микола Олегович","Верховна Рада України","народний депутат України, Голова підкомітету Комітету з питань транспорту","nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Кадикало","FALSE","Олегович",2018-03-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Микола","FALSE","other","","","","","","1475770741022","","FALSE","j","Допомога по догляду за дитиною","","03194364","Управління соціального захисту населення Пустомитівської районної державної адміністрації","","1475776293982","","Юридична особа, зареєстрована в Україні",9460,"","","Інше","1475776293982","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кадикало Оксана Ігорівна","дружина"
"Каплін Сергій Миколайович","Верховна Рада України","Народний депутат України","nacp_a846486d-5293-4496-8d15-e5383f19ed06","Каплін","FALSE","Миколайович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a846486d-5293-4496-8d15-e5383f19ed06","Сергій","FALSE","other","","","","","","1","","FALSE","j","компенсація вартості проїзду територією України","","20064120","Управління справами Верховної Ради України","","1490084903328","","Юридична особа, зареєстрована в Україні",38170,"","","Інше","1490084903328","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Каплін Сергій Миколайович",NA
"Каплін Сергій Миколайович","Верховна Рада України","Народний депутат України","nacp_a846486d-5293-4496-8d15-e5383f19ed06","Каплін","FALSE","Миколайович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a846486d-5293-4496-8d15-e5383f19ed06","Сергій","FALSE","other","","","","","","1","","FALSE","j","компенсація вартості оренди житла","","20064120","Управління справами Апарату Верховної Ради України","","1477403193100","","Юридична особа, зареєстрована в Україні",191080,"","","Інше","1477403193100","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Каплін Сергій Миколайович",NA
