"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","costDateOrigin_extendedstatus","otherObjectType","iteration","person","costDateOrigin","owningDate","descriptionObject","objectType","object_id","ownershipType","otherOwnership","percent.ownership","owningDate_extendedstatus","descriptionObject_extendedstatus","declarant","subjectRelation"
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1521578298914","1","",2017-02-27,"Знак для товарів і послуг Смард Сервіс оф Мобайл Ексідент-Рескью Деліверенс (англійською мовою)","Торгова марка чи комерційне найменування","1521578298914","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477649712129","1","",1994-01-01,"Музика до пісні ""Ялинка""","Авторське право","1477649712129","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477653297512","1","",2009-01-01,"Книга ""Домашні обрядові образи України""","Авторське право","1477653297512","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477644314862","1","",2012-11-26,"Спосіб дистанційного скринінгу судинних пухлин шкіри","Корисна модель","1477644314862","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477653491006","1","",2015-01-01,"Книга ""Вікна в позапростір. Історія колекції українських домашніх ікон""","Авторське право","1477653491006","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477646869759","1","",1990-01-01,"Слова до пісні ""Ой, Андрійку""","Авторське право","1477646869759","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477647807012","1","",1984-01-01,"Музика до пісні ""Очима ти сказав""","Авторське право","1477647807012","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1490982624414","1","",2016-06-24,"Знак для товарів і послуг ""Віртуал Хоспітал"" (англійською мовою)","Торгова марка чи комерційне найменування","1490982624414","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477653594568","1","",1992-01-01,"Автореферат дисертації на здобуття наукового ступеня кандидата медичних наук ""Оротерапія в комплексному лікуванні хворих алергодерматозами""","Авторське право","1477653594568","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477644374124","1","",2010-07-26,"Знак для товарів і послуг ""Акорд меланоми""","Торгова марка чи комерційне найменування","1477644374124","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477650388089","1","",1996-01-01,"Музика до пісні ""По-Лицю-Дощ""","Авторське право","1477650388089","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477645217748","1","",2014-11-10,"Знак для товарів і послуг ""День меланоми""","Торгова марка чи комерційне найменування","1477645217748","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477647922430","1","",1985-01-01,"Музика до пісні ""Голос горлиці""","Авторське право","1477647922430","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477651049367","1","",1997-01-01,"Музика до пісні ""Одгородила доля шматочок поля""","Авторське право","1477651049367","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477646399060","1","",1983-01-01,"Музика до пісні ""Двори стоять""","Авторське право","1477646399060","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477648416708","1","",1987-01-01,"Музика до пісні ""Дітям""","Авторське право","1477648416708","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477649122687","1","",1990-01-01,"Музика до пісні ""Вечірнє сонце""","Авторське право","1477649122687","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477650270067","1","",1995-01-01,"Музика до пісні ""Любов Нансена""","Авторське право","1477650270067","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1490982951489","1","",2016-12-12,"Знак для товарів і послуг ""ЛЮДИ ПОМОГАЮТ ЛЮДЯМ""","Торгова марка чи комерційне найменування","1490982951489","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477653906174","1477560601122","",2010-03-10,"Знак для товарів і послуг ""Паритет""","Торгова марка чи комерційне найменування","1477653906174","Власність","",NA,NA,NA,"Кирилюк Ігор Вікторович","чоловік"
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477651406770","1","",1998-01-01,"Музика до пісні ""Чоловіче мій, запрягай коня""","Авторське право","1477651406770","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477654154405","1477560601122","",2015-08-10,"Знак для товарів і послуг ""АДВОКАТСЬКА ФІРМА ПАРИТЕТ"" (англійською)","Торгова марка чи комерційне найменування","1477654154405","Власність","",NA,NA,NA,"Кирилюк Ігор Вікторович","чоловік"
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477652111359","1","",2000-01-01,"Музика до пісні ""Куплет про Чорнобиль""","Авторське право","1477652111359","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477652010505","1","",2000-01-01,"Слова до пісні ""Куплет про Чорнобиль""","Авторське право","1477652010505","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477649493208","1","",1993-01-01,"Музика до пісні ""Що в нас було""","Авторське право","1477649493208","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477649018734","1","",1990-01-01,"Слова до пісні ""Кайрос""","Авторське право","1477649018734","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477653089526","1","",2009-01-01,"Співавтор підручника для студентів медичних вузів ""Неонатологія""","Авторське право","1477653089526","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477653450265","1","",2013-01-01,"Книга ""Замок-музей Радомисль на Шляху Королів Віа Регія""","Авторське право","1477653450265","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477648984553","1","",1990-01-01,"Музика до пісні ""Ти половець""","Авторське право","1477648984553","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477648230802","1","",1986-01-01,"Музика до пісні ""Матері""","Авторське право","1477648230802","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477646359683","1","",1983-01-01,"Музика до пісні ""Чоловіче мій""","Авторське право","1477646359683","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477652311596","1","",2001-01-01,"Музика до пісні ""Не говори""","Авторське право","1477652311596","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477651526855","1","",1999-01-01,"Музика до пісні ""А місяць все такий же""","Авторське право","1477651526855","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477648788710","1","",1989-01-01,"Музика до пісні ""Я тим щаслива""","Авторське право","1477648788710","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477650724077","1","",1996-01-01,"Музика до пісні ""Я вранці голос горлиці люблю""","Авторське право","1477650724077","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477646787506","1","",1984-01-01,"Музика до пісні ""Зупинись""","Авторське право","1477646787506","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477644746456","1","",2014-06-10,"Знак для товарів і послуг ""Аккорд меланомьі - признаки перерождения родинки""","Торгова марка чи комерційне найменування","1477644746456","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477652706336","1","",2000-01-01,"Музика до пісні ""Серце б'ється""","Авторське право","1477652706336","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477652460092","1","",2002-01-01,"Музика до пісні ""Не питай""","Авторське право","1477652460092","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477644977137","1","",2014-06-10,"Знак для товарів і послуги ""Акорд меланоми - ознаки переродження родимки""","Торгова марка чи комерційне найменування","1477644977137","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477651748664","1","",1999-01-01,"Слова до пісні ""Відчуй мене""","Авторське право","1477651748664","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477651975147","1","",2000-01-01,"Музика до пісні ""Коли буду я""","Авторське право","1477651975147","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477652169847","1","",2001-01-01,"Слова до пісні ""На Івана на Купала""","Авторське право","1477652169847","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477650592276","1","",1996-01-01,"Музика до пісні ""Погасли кострища стоянок""","Авторське право","1477650592276","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477653984897","1477560601122","",2010-03-10,"Знак для товарів і послуг ""ПАРИТЕТ"" (англійською)","Торгова марка чи комерційне найменування","1477653984897","Власність","",NA,NA,NA,"Кирилюк Ігор Вікторович","чоловік"
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477647886324","1","",1985-01-01,"Музика до пісні ""Карпати""","Авторське право","1477647886324","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477644707592","1","",2014-06-10,"Знак для товарів і послуг ""Громадська організація Стоп! Меланома""","Торгова марка чи комерційне найменування","1477644707592","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477647547158","1","",1983-01-01,"Слова до пісні ""Ой, леле-лелеко""","Авторське право","1477647547158","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477647988337","1","",1985-01-01,"Слова до пісні ""Добрий вечір""","Авторське право","1477647988337","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477649237054","1","",1990-01-01,"Слова до пісні ""Слова""","Авторське право","1477649237054","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","2","","1477643726447","1","",2001-06-15,"Спосіб лікування гемангіом шкіри у дітей","Винахід","1477643726447","Власність","",NA,NA,NA,"Богомолець Ольга Вадимівна",NA
